,address,adtype,latitude,longitude,panel_id,postcode,site_id
0,194 Edgware Road junction Old Marylebone Road Westminster,Phoneboxes - Digital,51.517673,-0.16623,175992,W2 2DS,129581.0
0,1 London Street Westminster,Phoneboxes - Digital,51.515559,-0.17479,175993,W2 1HR,129582.0
0,86-88 Edgware Road o/s Tesco Westminster,Phoneboxes - Digital,51.514067,-0.16737,175994,W2 2AE,129583.0
0,258 Edgware Road o/s Marks and Spencer Westminster,Phoneboxes - Digital,51.515102,-0.163119,175995,W2 1DU,129584.0
0,54 Edgware Road Westminster,Phoneboxes - Digital,51.514637,-0.161841,175996,W2 2EH,129585.0
0,4-8 Victoria Street Buckingham Palace Approach Westminster,Phoneboxes - Digital,51.49859,-0.131438,175997,SW1H 0NJ,129586.0
0,GLOBE ROAD 20M S/O & OPP ALDERLEY ROAD 50M N/O MILE END ROAD,Bus Shelters,51.522547,-0.047036,176078,E1 4DU,129666.0
0,GLOBE ROAD 20M S/O & OPP ALDERLEY ROAD 50M N/O MILE END ROAD,Bus Shelters,51.522547,-0.047036,176079,E1 4DU,129666.0
0,Blue Post 6 Bennet Street Saint Jame''s London,Pubs & Bars - Digital,51.50695,-0.140305,176084,SW1A 1RP,129674.0
0,Prince of Wales 51 St Georges Road Lambeth,Pubs & Bars - Digital,51.495795,-0.104669,176202,SE1 6ER,129758.0
0,Dickens Tavern 25 London Street London,Pubs & Bars - Digital,51.515733,-0.174466,176266,W2 1HH,129811.0
0,Green Man 283 Euston London,Pubs & Bars - Digital,51.523623,-0.143171,176268,NW1 3AU,129813.0
0,Lamb &amp Flag 24 James Street London,Pubs & Bars - Digital,51.514853,-0.150432,176269,W1U 1EL,129814.0
0,Plumbers Arms 14 Lower Belgrvia Street London,Pubs & Bars - Digital,51.496819,-0.147906,176270,SW1W 0LN,129815.0
0,Shakespeares Head 29 Great Marlborough Street London,Pubs & Bars - Digital,51.513603,-0.139587,176271,W1F 7HZ,129816.0
0,Victoria 1 Lower Belgrave Street London,Pubs & Bars - Digital,51.495553,-0.146301,176273,SW1W 0NR,129818.0
0,"Escape Bar 2 Lidlington Place, Regents Park London",Pubs & Bars - Digital,51.532588,-0.137457,176274,NW1 2JU,129819.0
0,o/s 71 Stoke Newington HIgh Street Hackney,Phoneboxes - Digital,51.559142,-0.074423,176283,N16 8EL,129821.0
0,o/s 49 High Street Hackney,Phoneboxes - Digital,51.559142,-0.074423,176284,N16 8EL,129822.0
0,o/s 77-79 Kingsland High Street Hackney,Phoneboxes - Digital,51.549413,-0.075555,176286,E8 2PB,129824.0
0,o/s 27 Upper Clapton Road Hackney,Phoneboxes - Digital,51.561916,-0.057757,176287,E5 8AY,129825.0
0,o/s 63-65 Amhurst Road Hackney,Phoneboxes - Digital,51.547891,-0.057432,176288,E8 1LL,129826.0
0,o/s 204 Mare Street Hackney,Phoneboxes - Digital,51.541798,-0.055528,176289,E8 3RD,129827.0
0,Stamford Hill jnc Amhurst Road Hackney,Phoneboxes - Digital,51.574054,-0.072913,176290,N16 5LG,129828.0
0,o/s 1 Upper Clapton Road jnc Northwold Road Hackney,Phoneboxes - Digital,51.564213,-0.059102,176291,E5 9JZ,129829.0
0,o/s 205 Morning Lane Hackney,Phoneboxes - Digital,51.546732,-0.046693,176292,E9 6LG,129830.0
0,o/s 13 Stoke Newington Road Hackney,Phoneboxes - Digital,51.55084,-0.075394,176293,N16 8BH,129831.0
0,Duke of York 8 Dering Street London,Pubs & Bars - Digital,51.512276,-0.143849,176304,W1S 1NT,129843.0
0,Imperial Soho 5 Leicester Street London,Pubs & Bars - Digital,51.51104,-0.131102,176306,WC2H 7BL,129845.0
0,Rising Sun 46 Tottenham Court Road London,Pubs & Bars - Digital,51.519141,-0.133321,176309,W1T 2ED,129848.0
0,Royal George 8-14 Eversholt Street London,Pubs & Bars - Digital,51.52824,-0.131508,176310,NW1 1DG,129849.0
0,Spread Eagle 8 Woodstock Street London,Pubs & Bars - Digital,51.514302,-0.147428,176311,W1C 2AD,129850.0
0,"Billingsgate Ra, 39m S/O Opp Ent To Billingsgate Mkt",Bus Shelters,51.506132,-0.010473,176312,E14 5SE,122984.0
0,"Billingsgate Ra, 39m S/O Opp Ent To Billingsgate Mkt",Bus Shelters,51.506132,-0.010473,176313,E14 5SE,122984.0
0,Whelans 11 Rotherhithe Old Road London,Pubs & Bars - Digital,51.492788,-0.047458,176366,SE16 2PP,129882.0
0,Cock Tavern 23 Phoenix Road London,Pubs & Bars - Digital,51.531106,-0.131318,176367,NW1 1HB,129883.0
0,WHITEHORSE LANE RECTORY SQUARE  21 M S/O STEPNEY GREEN 35 M N/O L/S W/59/02 TOWER HAMLETS,Bus Shelters,51.521683,-0.045358,176395,E1 3NE,129905.0
0,WHITEHORSE LANE RECTORY SQUARE  21 M S/O STEPNEY GREEN 35 M N/O L/S W/59/02 TOWER HAMLETS,Bus Shelters,51.521683,-0.045358,176396,E1 3NE,129905.0
0,"The Nott 257 Wandsworth Road, Wandsworth London",Pubs & Bars - Digital,51.478636,-0.128683,176566,SW8 2NB,130010.0
0,Hole in the Wall 5 Mepham Street Lamberth London,Pubs & Bars - Digital,51.503594,-0.113136,176567,SE1 8SQ,130011.0
0,BURDETT ROAD WENTWORTH MEWS 75 M S/O & OPP  EAST LONDON TABANACLE BAPTIST CHURCH TOWER HAMLETS,Bus Shelters,51.523724,-0.034545,176712,E3 4TU,130088.0
0,BURDETT ROAD WENTWORTH MEWS 75 M S/O & OPP  EAST LONDON TABANACLE BAPTIST CHURCH TOWER HAMLETS,Bus Shelters,51.523724,-0.034545,176713,E3 4TU,130088.0
0,"Gillender St Jct Navigation Rd, Bromley By Bow",Billboards,51.521531,-0.01009,176755,E3 3JX,130125.0
0,"Hoop and Toy 34 Thurloe Pl, Kensington London",Pubs & Bars - Digital,51.494692,-0.17401,176785,SW7 2HQ,130150.0
0,Nags Head Camberwell Road London,Pubs & Bars - Digital,51.476725,-0.094314,176786,SE5 0DP,130151.0
0,The Old Dispensary 325 Camberwell New Road London,Pubs & Bars - Digital,51.475385,-0.095983,176796,SE5 0TF,130156.0
0,Seven Sisters Road Seven Sisters Road Outside 383-,Free Standing Units - Digital,51.577373,-0.083958,176973,N15 6SP,130264.0
0,Seven Sisters Road Seven Sisters Road Outside 383-,Free Standing Units - Digital,51.577373,-0.083958,176974,N15 6SP,130264.0
0,Seven Sisters Road Seven Sisters Road (Opposite 53,Free Standing Units - Digital,51.57885,-0.080201,176975,N15 6NP,130265.0
0,Seven Sisters Road Seven Sisters Road (Opposite 53,Free Standing Units - Digital,51.57885,-0.080201,176976,N15 6NP,130265.0
0,Seven Sisters Road Seven Sisters Road (Opposite 62,Free Standing Units - Digital,51.580889,-0.077878,176977,N15 5LY,130266.0
0,Seven Sisters Road Seven Sisters Road (Opposite 62,Free Standing Units - Digital,51.580889,-0.077878,176978,N15 5LY,130266.0
0,New Moon 88 Gracechurch Street  Whitechaple London,Pubs & Bars - Digital,51.511521,-0.085656,177013,EC3 V0D,130284.0
0,Good Intent 24 East Street  Walworth London,Pubs & Bars - Digital,51.487914,-0.093919,177043,SE17 2DN,130302.0
0,107 Burdett Road Tower Hamlets,Premium Billboards - Digital,51.521398,-0.033131,177147,E3 4JN,130392.0
0,Leinster Arms 17 Leinster Terrace Bayswater,Pubs & Bars - Digital,51.51161,-0.182831,177171,W2 3EU,130417.0
0,Whittington Stone 53 Highgate Hill Highgate,Pubs & Bars - Digital,51.567393,-0.138777,177182,N19 5NE,130428.0
0,Famous Cock Tavern 259 Upper Street Islington,Pubs & Bars - Digital,51.545219,-0.103525,177183,N1 1RU,130429.0
0,Fox on the Green 1 Islington Green Islington,Pubs & Bars - Digital,51.536426,-0.102506,177184,N1 2XH,130430.0
0,Vineyard Islington 179 Upper Street Islington,Pubs & Bars - Digital,51.54131,-0.103139,177185,N1 1RG,130431.0
0,Alice 133 Houndsditch London,Pubs & Bars - Digital,51.515122,-0.078241,177193,EC3A 7BX,130439.0
0,Argyle 1 Greville Street London,Pubs & Bars - Digital,51.519103,-0.108502,177194,EC1N 8PQ,130440.0
0,Bucks Head 202 Camden High Street London,Pubs & Bars - Digital,51.540557,-0.143794,177196,NW1 8QR,130442.0
0,Cheshire Cheese 48 Crutched Friars London,Pubs & Bars - Digital,51.511262,-0.078648,177198,EC3N 2AP,130444.0
0,College Arms 18 Store Street London,Pubs & Bars - Digital,51.519884,-0.131922,177199,WC1E 7DH,130445.0
0,Comedy 7 Oxendon Street London,Pubs & Bars - Digital,51.510098,-0.132365,177207,SW1Y 4EE,130453.0
0,Comptons 51-53 Old Compton Street London,Pubs & Bars - Digital,51.512511,-0.132569,177208,W1D 6HN,130454.0
0,Crutched Friar 39-41 Crutched Friars London,Pubs & Bars - Digital,51.511255,-0.078764,177209,EC3N 2AE,130455.0
0,Duke Of Somerset 15 Little Somerset Street London,Pubs & Bars - Digital,51.513864,-0.07446,177210,E1 8AH,130456.0
0,Editor''s Tap 5?11 Fetter Lane London,Pubs & Bars - Digital,51.514722,-0.109505,177211,EC4A 1BR,130457.0
0,Henry''s Cafe Bar Piccadilly 80 Piccadilly London,Pubs & Bars - Digital,51.506683,-0.14327,177215,W1J 8HX,130461.0
0,Kings Arms London 23 Poland Street London,Pubs & Bars - Digital,51.51512,-0.137147,177221,W1F 8QJ,130465.0
0,Minories 64-73 Minories London,Pubs & Bars - Digital,51.510235,-0.074671,177222,EC3N 1JL,130466.0
0,St James Tavern 45 Great Windmill Street London,Pubs & Bars - Digital,51.510873,-0.134193,177223,W1D 7NE,130467.0
0,Steam Passage 44/45 Upper Street Islington,Pubs & Bars - Digital,51.534759,-0.105113,177224,N1 0PN,130468.0
0,White Cross Tap 142-146 Whitecross Street London,Pubs & Bars - Digital,51.523957,-0.093351,177225,EC1Y 8QJ,130469.0
0,Sports Bar & Grill 174-180 Old Street London,Pubs & Bars - Digital,51.525115,-0.090449,177227,EC1V 9BP,130471.0
0,The Abbey Tap 12 - 14 The Broadway Stratford,Pubs & Bars - Digital,51.540427,0.000339,177235,E15 4QS,130482.0
0,Sportsman (Goose at Stratford) 78-102 Broadway Stratford,Pubs & Bars - Digital,51.541623,0.00192,177236,E15 1NG,130483.0
0,"Angelic Islington 57 Liverpool Road, Islington Islington",Pubs & Bars - Digital,51.534733,-0.107392,177247,N1 0RJ,130494.0
0,"Sports Bar &amp Grill Canary Wharf Crossrail Station &amp Retail Mall, 1 Crossrail Pl Canary Wharf",Pubs & Bars - Digital,51.50613,-0.018269,177248,E14 5AR,130495.0
0,"Sports Bar &amp Grill Farringdon 19-25 Cowcross St, Clerkenwell Clerkenwell",Pubs & Bars - Digital,51.520204,-0.103699,177249,EC1M 6DQ,130496.0
0,"Sports Bar &amp Grill Marylebone Melcombe Pl, Marylebone Marylebone",Pubs & Bars - Digital,51.523036,-0.162988,177250,NW1 6JJ,130497.0
0,"Sports Bar &amp Grill Waterloo Unit 1 The Balcony, Waterloo Railway Station Waterloo",Pubs & Bars - Digital,51.501056,-0.116929,177252,SE1 7NY,130499.0
0,The Greyhound 136 West Ham Lane London,Pubs & Bars - Digital,51.537486,0.005632,177254,E15 4PT,130560.0
0,Commercial St Fashion St 24m N/O Christchurch Gdns,Bus Shelters,51.518648,-0.074313,177256,E1 6LT,130563.0
0,Commercial St Fashion St 24m N/O Christchurch Gdns,Bus Shelters,51.518648,-0.074313,177257,E1 6LT,130563.0
0,Duke of Wellington 77 Wardour Street City of Westminster,Pubs & Bars - Digital,51.512252,-0.133243,177262,W1D 6QA,130569.0
0,Village 81 Wardour Street Soho London,Pubs & Bars - Digital,51.513694,-0.134167,177375,WID 6QD,130669.0
0,Marsh Wall Lord Armory Way opp 225 Angel House Tower Hamlets,Bus Shelters - Digital,51.49914,-0.012838,177503,E14 9TS,123139.0
0,Marsh Wall Lord Armory Way opp 225 Angel House Tower Hamlets,Bus Shelters - Digital,51.49914,-0.012838,177504,E14 9TS,123139.0
0,Earl Of Camden 55 Parkway Camden,Pubs & Bars - Digital,51.538135,-0.144181,177706,NW1 7PN,130890.0
0,Tank &amp Paddle Minster 3 Mincing Lane Cityof London,Pubs & Bars - Digital,51.510934,-0.081155,177710,EC3R 7AA,130894.0
0,The Long Acre London 1 Upper Street / Martins Lane London,Pubs & Bars - Digital,51.512211,-0.127321,177737,WC2H 9NY,130921.0
0,The Warwick 1-3 Warwick Street London,Pubs & Bars - Digital,51.510662,-0.1373,179331,W1B 5LR,131238.0
0,Tank  And  Paddle  Bishopsgate 201  Bishopsgate London,Pubs & Bars - Digital,51.520588,-0.07925,179417,EC2M 3AB,131277.0
